Nematopogon_stenochlora	Adelidae
Nematopogon_robertella	Adelidae
Cauchas_breviantennella	Adelidae
Adela_croesella	Adelidae
Nematopogon_adansoniella	Adelidae
Nematopogon_magna	Adelidae
Nemophora_associatella	Adelidae
Adela_australis	Adelidae
Adela_reaumurella	Adelidae
Nematopogon_pilella	Adelidae
Nemophora_dumerilella	Adelidae
Adela_violella	Adelidae
Adela_albicinctella	Adelidae
Adela_cuprella	Adelidae
Nematopogon_swammerdamella	Adelidae
Nemophora_pfeifferella	Adelidae
Cauchas_fibulella	Adelidae
Cauchas_rufifrontella	Adelidae
Nemophora_fasciella	Adelidae
Nemophora_minimella	Adelidae
Nemophora_amatella	Adelidae
Nemophora_bellela	Adelidae
Nemophora_degeerella	Adelidae
Adela_mazzolella	Adelidae
Nematopogon_metaxella	Adelidae
Nematopogon_schwarziellus	Adelidae
Nemophora_metallica	Adelidae
Nemophora_congruella	Adelidae
Nemophora_ochsenheimerella	Adelidae
Cauchas_rufimitrella	Adelidae
Nemophora_raddaella	Adelidae
Cauchas_leucocerella	Adelidae
Cauchas_albiantennella	Adelidae
Nemophora_violellus	Adelidae
Nemophora_cupriacella	Adelidae
Argyresthia_retinella	Argyresthiidae
Argyresthia_brockeella	Argyresthiidae
Argyresthia_goedartella	Argyresthiidae
Argyresthia_fundella	Argyresthiidae
Argyresthia_praecocella	Argyresthiidae
Argyresthia_glaucinella	Argyresthiidae
Argyresthia_pulchella	Argyresthiidae
Argyresthia_aurulentella	Argyresthiidae
Argyresthia_conjugella	Argyresthiidae
Argyresthia_dilectella	Argyresthiidae
Argyresthia_albistria	Argyresthiidae
Argyresthia_glabratella	Argyresthiidae
Argyresthia_thuiella	Argyresthiidae
Argyresthia_svenssoni	Argyresthiidae
Argyresthia_abdominalis	Argyresthiidae
Argyresthia_submontana	Argyresthiidae
Argyresthia_sorbiella	Argyresthiidae
Argyresthia_pruniella	Argyresthiidae
Argyresthia_bonnetella	Argyresthiidae
Argyresthia_pygmaeella	Argyresthiidae
Argyresthia_curvella	Argyresthiidae
Argyresthia_spinosella	Argyresthiidae
Argyresthia_illuminatella	Argyresthiidae
Argyresthia_arceuthina	Argyresthiidae
